listElement,isInstruction
"When ready to bake the tofu, arrange an oven rack 6 inches from the heat source (usually, the second rack). Add a 12-inch cast iron skillet to the rack and preheat the oven to 500F/260C. Once the skillet is smoking hot, transfer it to the stove or a pot holder. Turn the broiler to high.",1
"Add enough oil to lightly coat the bottom of the pan. Add the marinated tofu to the pan, leaving excess marinade behind. It will be pretty tightly packed into the pan.Return the pan to the second oven rack and broil until the tofu is cooked through and charred in some spots on top, 10 to 12 minutes. NOTE: after the 5-minute mark, I recommend checking every 1-2 minutes to prevent burning since every oven is different.",1
"MAKE THE MASALA. Heat the 3 tablespoons of oil in a deep 12-inch saut pan over medium-high heat. Once hot, add the cumin seeds and cook for 1 minute, swirling the pan frequently. Add the dried chilies and cook for another 30 seconds, swirling frequently to prevent burning.",1
"Add the onions with a couple pinches of salt and cook until golden brown, about 6 to 8 minutes (if the onions start browning too quickly, lower the heat to medium).",1
"Add in a few splashes of water to stop the onions from browning too much, then add the garlic, ginger, diced serrano pepper, and turmeric, and cook for 1 minute, tossing frequently. Add the red chili powder, coriander, and tomato paste. Stir frequently for 30 to 60 seconds.",1
"Add the tomatoes and their juices, and cook until broken down and softened, 2 to 3 minutes. Add the cilantro stems (save the leaves for the garnish), 3 tablespoons of water, and 1  teaspoons kosher salt, and stir. Cover the pan and bring to a simmer.",1
"Simmer the masala for 15 minutes, opening the pot to stir occasionally, until the liquid has mostly evaporated. Scoop out the dried red chilies and discard.",1
"Add in the coconut milk, garam masala, and vegan butter. Crush the fenugreek leaves in your hand to release the aroma and add to the masala. Increase the heat slightly and stir until everything is combined and the butter is melted.If you prefer a smoother texture, feel free to run an immersion blender through the masala.",1
"Add the baked tofu, the thinly sliced serrano pepper (if using for spicy spicy!), and lemon juice. Simmer for 2 minutes and coat the tofu in the sauce. Taste, and if its a bit too acidic, add a tiny bit of sugar ( to  teaspoon).",1
Garnish the masala with the cilantro leaves and season to taste with salt. Serve tofu tikka masala over rice and/or with Indian flatbread.,1
1 1/2 tsp cumin seeds = 1 tsp ground,0
4 tsp coriander seeds = 3 tsp ground,0
6 whole cloves = 1/2 tsp ground,0
~30 black peppercorns = 1/2 to 1 tsp ground,0
2 (2-to-3inch) cinnamon sticks = or 1/2 tsp ground,0
6 cardamom pods = 1/4 tsp ground,0
Recipes,0
Dinner,0
Gluten-Free,0
Nut-Free,0
Name*,0
Email*,0
Meal Plans New,0
All RecipesBreakfastLunchDinnerSide DishesDessertInstant Pot Recipes,0
Breakfast,0
Lunch,0
Dinner,0
Side Dishes,0
Dessert,0
Instant Pot Recipes,0
Cookbook,0
Lifestyle,0
AboutContact,0
Contact,0
Stories,0
Breakfast,0
Lunch,0
Dinner,0
Side Dishes,0
Dessert,0
Instant Pot Recipes,0
Contact,0
Skip to main content,0
Skip to primary sidebar,0
Skip to footer,0
Country CookingBaking RecipesBiscuit RecipesBread RecipesCake RecipesChocolate RecipesMuffin RecipesPie RecipesTraybake RecipesBrunch RecipesCamping RecipesDIY & Foodie GiftsDrink RecipesFrugal RecipesPacked Lunch IdeasPreserving RecipesSoup Recipes,0
Baking RecipesBiscuit RecipesBread RecipesCake RecipesChocolate RecipesMuffin RecipesPie RecipesTraybake Recipes,0
Biscuit Recipes,0
Bread Recipes,0
Cake Recipes,0
Chocolate Recipes,0
Muffin Recipes,0
Pie Recipes,0
Traybake Recipes,0
Brunch Recipes,0
Camping Recipes,0
DIY & Foodie Gifts,0
Drink Recipes,0
Frugal Recipes,0
Packed Lunch Ideas,0
Preserving Recipes,0
Soup Recipes,0
One Pot MealsSlow Cooker RecipesStovetop RecipesSheet Pan RecipesOne Pot Pasta Recipes,0
Slow Cooker Recipes,0
Stovetop Recipes,0
Sheet Pan Recipes,0
One Pot Pasta Recipes,0
Wild FoodBlackberry RecipesElderflower RecipesNettle RecipesWild Garlic RecipesHerbal Remedies,0
Blackberry Recipes,0
Elderflower Recipes,0
Nettle Recipes,0
Wild Garlic Recipes,0
Herbal Remedies,0
Seasonal FoodSpring RecipesSummer RecipesAutumn RecipesWinter Recipes,0
Spring Recipes,0
Summer Recipes,0
Autumn Recipes,0
Winter Recipes,0
Shop,0
ResourcesTV & VideoHedgecombers as seen on TV!Stories from a Hedgecombers KitchenContact MeWork With MeMy CommissionsReviews & PRPrivacy Policy,0
TV & VideoHedgecombers as seen on TV!Stories from a Hedgecombers Kitchen,0
Hedgecombers as seen on TV!,0
Stories from a Hedgecombers Kitchen,0
Contact Me,0
Work With MeMy CommissionsReviews & PR,0
My Commissions,0
Reviews & PR,0
Privacy Policy,0
Baking RecipesBiscuit RecipesBread RecipesCake RecipesChocolate RecipesMuffin RecipesPie RecipesTraybake Recipes,0
Biscuit Recipes,0
Bread Recipes,0
Cake Recipes,0
Chocolate Recipes,0
Muffin Recipes,0
Pie Recipes,0
Traybake Recipes,0
Brunch Recipes,0
Camping Recipes,0
DIY & Foodie Gifts,0
Drink Recipes,0
Frugal Recipes,0
Packed Lunch Ideas,0
Preserving Recipes,0
Soup Recipes,0
Biscuit Recipes,0
Bread Recipes,0
Cake Recipes,0
Chocolate Recipes,0
Muffin Recipes,0
Pie Recipes,0
Traybake Recipes,0
Slow Cooker Recipes,0
Stovetop Recipes,0
Sheet Pan Recipes,0
One Pot Pasta Recipes,0
Blackberry Recipes,0
Elderflower Recipes,0
Nettle Recipes,0
Wild Garlic Recipes,0
Herbal Remedies,0
Spring Recipes,0
Summer Recipes,0
Autumn Recipes,0
Winter Recipes,0
TV & VideoHedgecombers as seen on TV!Stories from a Hedgecombers Kitchen,0
Hedgecombers as seen on TV!,0
Stories from a Hedgecombers Kitchen,0
Contact Me,0
Work With MeMy CommissionsReviews & PR,0
My Commissions,0
Reviews & PR,0
Privacy Policy,0
Hedgecombers as seen on TV!,0
Stories from a Hedgecombers Kitchen,0
My Commissions,0
Reviews & PR,0
,0
,0
,0
,0
The pastry,0
The meat,0
The jelly,0
350 g plain flour  sieved,0
140 ml water,0
110 g lard,0
1 tsp salt,0
1 egg  beaten,0
500 g pork shoulder  diced,0
1 tsp dried sage,0
1 tsp salt,0
1 tsp pepper,0
1 pig trotter,0
1 litre water,0
1 onion  halved,0
1 tsp salt,0
1 tsp white pepper,0
,0
,0
,0
,0
"Mike Leonard.akaMidas. says4 March 2019 at 6:42 pm Fantastic step by step on how to make the perfect pork pie Alas I wont be cooking them. We have an award winning old style butchers n pie maker in the next village. Been eating the pefect far from humble pork pies fro there for years etc. Have you got any AIR FRYER RECIPES,???As this is my latest ongoing ventureReply Jane Sarchet says16 March 2019 at 8:55 amCheers Mike! And lucky you (Im not jealous, much!) I do have an air fryer  but dont think Ive ever really shared many recipes. Will endeavour to rectify that soon :)",0
"Jane Sarchet says16 March 2019 at 8:55 amCheers Mike! And lucky you (Im not jealous, much!) I do have an air fryer  but dont think Ive ever really shared many recipes. Will endeavour to rectify that soon :)",0
"Louise Clancy says15 September 2019 at 10:19 am Absolutely brilliant explanation. Easy to follow, and very clear. Very interested in making a pork pie.Reply",0
"Gemma says3 December 2020 at 4:51 pm Thank you for sharing this recipe. I made exactly what the recipe says apart from the trotters which I couldnt one. I used pork hocks instead but it turned out fantaatic. The brits were happy as it really tasted good on my first attempt.Reply Jane Sarchet says3 December 2020 at 5:47 pmGemma, thats brilliant feedback  thank you! I wouldnt have thought to use pork hocks, thats genius! So glad they were enjoyed by all :) Jane x",0
"Jane Sarchet says3 December 2020 at 5:47 pmGemma, thats brilliant feedback  thank you! I wouldnt have thought to use pork hocks, thats genius! So glad they were enjoyed by all :) Jane x",0
"Jane Sarchet says16 March 2019 at 8:55 amCheers Mike! And lucky you (Im not jealous, much!) I do have an air fryer  but dont think Ive ever really shared many recipes. Will endeavour to rectify that soon :)",0
"Jane Sarchet says3 December 2020 at 5:47 pmGemma, thats brilliant feedback  thank you! I wouldnt have thought to use pork hocks, thats genius! So glad they were enjoyed by all :) Jane x",0
"Jenny says1 November 2019 at 2:15 pm Great recipe, so easy to follow and brilliant results thank you! First time making hot crust pastry and it went great.Reply Jane Sarchet says4 November 2019 at 7:55 amThats brilliant news Jenny! So glad you enjoyed the making and the eating!It certainly is a labour of love, but the results are incredibly delicious :)Janie x",0
"Jane Sarchet says4 November 2019 at 7:55 amThats brilliant news Jenny! So glad you enjoyed the making and the eating!It certainly is a labour of love, but the results are incredibly delicious :)Janie x",0
"Jane Sarchet says4 November 2019 at 7:55 amThats brilliant news Jenny! So glad you enjoyed the making and the eating!It certainly is a labour of love, but the results are incredibly delicious :)Janie x",0
"Jane Sarchet says16 March 2019 at 8:53 amOh, so good! (damn time consuming, but worth every single moment for that crust!)Reply",0
Jane Sarchet says16 March 2019 at 8:53 amExactly!Reply,0
"Jane Sarchet says27 January 2020 at 6:00 pmHey Chris, thank you so much for your comment! It really does make my day when someone has success with one of my recipes, especially when its one of the trickier ones! Janie xReply",0
"Jane Sarchet says1 December 2020 at 1:29 pmGreat news Michelle, I hope you found them fun to make and that they were husband approved! Jane xReply",0
"Jane Sarchet says3 September 2019 at 7:42 amOh thats really interesting, I assumed it needed to still be warm to work. Im going to have them another go now using your tip  thank you so much!Jane xReply",0
"mart says11 July 2020 at 9:52 amI have agree with Len, Im a Master Chef & lecturer. Its always best to rest pastry, give the gluten time to re-bind. Though I have to add. If you crumb the butter and lard with flour then add boiling water your get a better paste. Melting the butter and fat, doesnt get it hot enough and you get fat separation, which make your cooked pastry dark and patchy.Reply Jane Sarchet says1 December 2020 at 11:19 amThanks for the feedback Mart! Jane x",0
Jane Sarchet says1 December 2020 at 11:19 amThanks for the feedback Mart! Jane x,0
"MaryLou says6 August 2020 at 11:58 pmOMGosh! Im going to try that.Gosh i was faffing about but my pies are going to my BAKEDAY group today! Fingers crossed. I used my own chicken stock from the freezer with gelatine. I did mine in mini spring form tins (not high enough really for that traditional look) and released them half way and continued baking. Also i got weeping from the fillingwhich made attaching the lids tricky. Armed with reading the tips too late, ill assemble the filling at the last minute. Thanks from Hobart Tasmania Our little Islans State has borders closed to everyone and no covid for 2 months now so we have normal activities but maintaining distancing, antibacterial hand wash everwhere and of course hand washing. Stay safeReply",0
"MaryLou says7 August 2020 at 12:01 am OMGosh! Im going to try that.Gosh i was faffing about but my pies are going to my BAKEDAY group today! Fingers crossed. I used my own chicken stock from the freezer with gelatine. I did mine in mini spring form tins (not high enough really for that traditional look) and released them half way and continued baking. Also i got weeping from the filling, which made attaching the lids tricky. Armed with reading the tips too late, ill assemble the filling at the last minute. Thanks from Hobart Tasmania Our little Island State has borders closed to everyone and no covid for 2 months now so we have normal activities but maintaining distancing, antibacterial hand wash everwhere and of course hand washing. Stay safeReply Pork Pie Lover says15 August 2020 at 2:41 pmThe best pork pies in Aus come from Wivenhoe Butchery near Burnie. You used to be able to buy them in Hobart at the deli in Salamanca. We live in a QLD but always go to Wivenhoe Butchers For pork pies if we are visiting.",0
Pork Pie Lover says15 August 2020 at 2:41 pmThe best pork pies in Aus come from Wivenhoe Butchery near Burnie. You used to be able to buy them in Hobart at the deli in Salamanca. We live in a QLD but always go to Wivenhoe Butchers For pork pies if we are visiting.,0
Jane Sarchet says1 December 2020 at 11:19 amThanks for the feedback Mart! Jane x,0
Pork Pie Lover says15 August 2020 at 2:41 pmThe best pork pies in Aus come from Wivenhoe Butchery near Burnie. You used to be able to buy them in Hobart at the deli in Salamanca. We live in a QLD but always go to Wivenhoe Butchers For pork pies if we are visiting.,0
"Jane Sarchet says3 September 2019 at 7:40 amHi Janet, what a fabulous tradition for your family! They are very lucky as theres a lot of work involved for you, especially if you dont eat them yourself!Jane xReply",0
"Jane Sarchet says28 December 2019 at 1:11 pmMy pleasure Louise, I do hope you enjoy it if you give it a go :) Janie xReply",0
"Jane Sarchet says1 December 2020 at 9:07 pmHey Rebecca, thats sweet of you! Honestly, Ive never made it with gelatine. By following the instructions on the pack you should get it to set, but you may be missing out on some of the savoury flavour that you get from using a pigs trotter. Jane xReply",0
Jane Sarchet says28 December 2019 at 1:07 pmAbsolutely! I popped the papers back on for the photos for that very reason! Janie xReply,0
"Jane Sarchet says28 December 2019 at 12:42 pmHi Cheryl! Theres nothing to stop you eating them hot, even with the amount of jelly stated in the recipe, however they are traditionally made to eat cold so that the jelly sets and the pastry becomes even more delicious. If you give them a go, and try them hot, please do let me know what you think! Janie xReply",0
"Jane Sarchet says27 January 2020 at 4:27 pmHey Mike, thanks for the message. And great question! Ive never seen pork pies frozen in stores or butchers, and Ive never tried freezing them either. They would certainly be edible after defrosting and wouldnt make you sick, but Im wondering if the pastry would lose some of its texture and/or taste? Honestly, Im not sure of the answer. But if you give it a go would you report back and let us know how you got on? Many thanks & I hope you enjoy making them. Theyre a labour of love but well worth the effort :) Janie xReply",0
"Stephen says25 August 2020 at 10:49 amMike, Our local butcher freezes them and while they are edible when thawed, one should really question the reasoning behind it. Get yourself a group of makers and spread around the love, reduce the work load and pick up tips.Reply",0
"Jane Sarchet says1 December 2020 at 1:11 pmKim, youve officially made my day! Im so glad you loved them :) Jane xReply",0
"Jane Sarchet says17 February 2020 at 7:14 pmDan, youve made my day! I especially love the thought of these being made by a Brit overseas! Thank you so much for taking the time to leave a message :) Janie x PS were visiting (English) family in the US this autumn and Branston is already on their list for us to bring over!Reply",0
Ron Martin says21 February 2020 at 12:18 amMake Branston pickle yourself. Recipes are on line. I do when Im back in Thailand.Reply,0
Jane Sarchet says1 December 2020 at 9:05 pmI got three pies from the ingredients listed Ron :) Jane xReply,0
"Jane Sarchet says1 December 2020 at 12:52 pmHey Lisa, yes you can! Wrap tightly in cling film/plastic wrap, or foil. I would be tempted to do 2 layers just to make sure they are well protected. Freeze soon after cooling thoroughly, and eat within 2-3 months to prevent freezer burn. Jane xReply",0
"Jane Sarchet says1 December 2020 at 11:57 amPepe, what a wonderful message! Im so delighted that you enjoyed the recipe, it really is a cracker isnt it?! Jane xReply",0
"Jane Sarchet says1 December 2020 at 11:46 amThanks for your lovely message Dendo, and my new favourite expression is now squicked out :) Jane xReply",0
Jane Sarchet says1 December 2020 at 9:04 pmThree pies Paul :) Jane xReply,0
"Jane Sarchet says29 May 2020 at 10:18 amThats a really handy hint Peter, thanks for sharing! Jane xReply",0
"Jane Sarchet says1 December 2020 at 9:04 pmHi Geoff, trying to remember back to when I last made them I would guesstimate the thickness to be around 5mm (but please dont quote me on it!) Jane xReply",0
"Jane Sarchet says20 June 2020 at 9:25 pmOh Leanne, this is a fabulous message  thank you! They are a total faff to make, but if you just sink into the doing, I find it is actually quite relaxing :) PS happy birthday to your husband x Janie xReply",0
"Jane Sarchet says1 December 2020 at 11:28 amKaren, thats just awesome! So glad you enjoy the recipe :) Jane xReply",0
"Jane Sarchet says1 December 2020 at 9:03 pmHey Luke, yes the recipe makes 3 of the pork pies shown in the picture. I imagine the pork pies will be fine on a warm day, I dont suspect the jelly would turn to liquid again as its very firm. That said, and due to the risk of food poisoning from pork products that arent kept refrigerated, I would absolutely advise that you store it in a coolbag or box. Jane xReply",0
"Jane Sarchet says22 November 2020 at 12:40 pmWendy, thank you for your lovely message! It certainly is a labour of love to make, but I guess that makes is extra special! I hope your friends enjoy this very British treat :) Jane xReply",0
"Jane Sarchet says3 December 2020 at 10:29 pmHey Jemimah! Ive not tried so Id hate to give you an incorrect answer. Perhaps google for a large pork pie recipe and see what size, and how long cooking time they recommend? Good luck, your Dad is very lucky :) Jane xReply",0
"Jane Sarchet says30 December 2020 at 12:03 pmWOW!!! Thanks Derek, this is high praise indeed for eating them hot! I shall certainly bear it in mind next batch I make :) Merry Christmas and heres hoping your 2021 is magical Jane xReply",0
"Jane Sarchet says19 February 2021 at 9:49 amYay! So glad you enjoyed them, adn yes, they do take some effort to make but so worth it as a once-in-a-while treat! Jane xReply",0
"Jane Sarchet says19 February 2021 at 9:40 amHey Lucy, lovely to have you here and thank you for the lovely message! Do let me know how you get on making the pork pies, they truly are a labour of love, but totally worth the effort :) Jane x PS enjoy the show!Reply",0
"Jane Sarchet says23 March 2021 at 10:47 amHa! Paul, your message just officially made my day! Jane xReply",0
"Jane Sarchet says18 May 2021 at 9:31 amMalcolm, youve made my day! Im so glad you enjoyed making (and eating!) the pork pies, they are a labour of love to make but soooo worth it! Jane xReply",0
"Jane Sarchet says24 June 2021 at 10:51 amLinda, I am waiting with nervous anticipation!:)Reply",0
"Jane Sarchet says13 October 2021 at 7:43 amHey David, Im sorry this didnt work so well for you :( Hot water pastry is naturally quite a stiff dough, but is much more pliable when warm. Could it have got cold as you were working? Janie xReply",0
"Jane Sarchet says14 July 2022 at 4:09 pmThank you for taking the time to leave such a lovely comment Abby, and Im so glad you (and your husband of course!) enjoyed the pork pies :) Janie xReply",0
"Jane Sarchet says14 July 2022 at 4:04 pmHahaha, thats brilliant Emma! Theres an expression in dealing with pigs that you can eat everything but the oink! Its such a shame that we live in a world where using the odd bits is no longer the norm. Glad you loved the pies, theyre very therapeutic to make arent they?! Janie xReply",0
"Jane Sarchet says14 July 2022 at 4:54 pmHi Derek, thats a great question and I guess the answer would be yes. However Ive no experience in using a pressure cooker  could you let us know timings etc if you try it and it works for you? Many thanks Janie xReply",0
"Jane Sarchet says9 June 2023 at 8:34 amJohn, youve made my day! SO glad you can get that classic taste of home :) Jane xReply",0
Jane Sarchet says9 June 2023 at 8:29 amSo pleased you enjoyed them Sarah! And I love to think of a classic pork pie being baked in Malaysia! Jane xReply,0
"Jane Sarchet says8 June 2023 at 8:36 pmOh, those sound like great additions Lynne, thanks so much for sharing! Jane xReply",0
Contact Janie,0
About Hedge Combers,0
Work With Me,0
My Commissions,0
,0
,0
,0
,0
Preheat the oven to 180C (350F) Gas mark 4,1
"Sieve the flour into a large, ovenproof mixing bowl and pop in the oven to warm.You're not trying to cook the flour, just warm it and the bowl through, so reduce the heat as necessary if you don't get to work on the pastry straight away.",1
"Place the water and lard into a saucepan.Gently bring to a boil and when the lard has melted, pour into the flour and salt mixture.",1
"Stir with a wooden spoon until well combined.Working quickly, knead the dough when it is cool enough to handle.It will feel just lovely!",1
Place on a floured board and cut off 1/3 of the dough.Replace this into the mixing bowl with a tea towel over the top to keep the heat in. This off-cut will be the 'lid' to your pies.,1
"With the remaining 2/3 you are going to make the 'body' of your pie.If you are making one large pie, keep it as is. However if you are making smaller pies like I have in the pictures, divide the pastry into as many pies as you are making.",1
"Work on one portion of dough at a time, keeping the rest in the warm bowl.",1
"I use pigs trotters for my savoury pork pie jelly, but you can also use gelatin sheets if you prefer.",1
"Place the cleaned trotter into the slow cooker along with the water, onion, salt and white pepper.Cook on high for 4 hours, or on low overnight.",1
I like to split the trotter halfway through the cooking time to allow more of the gelatin to be released into the cooking water.,1
"Once cooked, drain well, keeping all of that wonderful stock.The debris can be disposed of and any extra stock can be frozen in ice cube trays and used in soups, stews and casseroles to enrich and boost nutrition.",1
"Dust a Pork Pie Dolly or an upturned glass with flour, then mould the warm pastry into an even layer with your hands. There should be a small overhang to seal the lid on, and you dont want any gaps or splits.",1
"Repeat with the remaining dough.Carefully remove the pastry from the glass, and tie a strip of folded baking paper around the 'belly' of the pie to help hold it up.",1
"Mix together the pork, sage, salt & pepper. Carefully fill each pie with 1/3 of the mixture, pressing down as necessary and leaving the meat in a dome shape in the middle.",1
"Divide the lid pastry into as many pies as you are making, and roll each piece out into a circle.",1
"Brush the overhang area with the beaten egg, and place the lids on.",1
"Now seal the edges of the lids and body pastry together. You can simply press the pastry together firmly, or crimp it as in the pictures.",1
"Using the tip of a sharp knife, pierce a hole in the pastry and twist the knife to make the hole round & a little larger.This is where you will pour in your stock once baked, so the hole needs to be big enough to fit your funnel tip.",1
"Brush the pies generously all over with egg wash. The more egg used, the shinier the pies will be.",1
"Bake the pies in the preheated oven for 20 minutes. Then reduce the oven to 160, and continue cooking for a further 50 minutes.",1
"Halfway through the cooking time, take out of the oven, remove the baking paper sleeves if using, and brush again all over with egg wash.Return to the oven to finish cooking.",1
It is essential that pork reaches a minimum of 65C (150F) to be safe to consume. Feel free to test the centre temperature with a digital thermometer if you have one.,1
"Set the cooked pies to cool on the kitchen counter.When at room temperature, move to the fridge to let cool fully.",1
Take your cold pies and gently insert the tip of the funnel into the hole in the lid.,1
Pour your hot stock into the hole slowly.You don't want it to overflow so allow it time to soak down into all the gaps and crevices.,1
"When the pies are full of stock, return them to the fridge to fully cool again.Do not cut into them until the stock has had plenty of time to solidify, preferably overnight.",1
"When ready to eat, cut the pie into wedges to see your work of art, and enjoy!",1
"Veena Azmanov says4 March 2019 at 9:16 am These Pork Pie recipe is amazing and these look so cute and perfect for a party option too. Have to try these delicious Pork Pies.Reply Mike Leonard.akaMidas. says4 March 2019 at 6:42 pm Fantastic step by step on how to make the perfect pork pie Alas I wont be cooking them. We have an award winning old style butchers n pie maker in the next village. Been eating the pefect far from humble pork pies fro there for years etc. Have you got any AIR FRYER RECIPES,???As this is my latest ongoing ventureReply Jane Sarchet says16 March 2019 at 8:55 amCheers Mike! And lucky you (Im not jealous, much!) I do have an air fryer  but dont think Ive ever really shared many recipes. Will endeavour to rectify that soon :) Louise Clancy says15 September 2019 at 10:19 am Absolutely brilliant explanation. Easy to follow, and very clear. Very interested in making a pork pie.Reply Gemma says3 December 2020 at 4:51 pm Thank you for sharing this recipe. I made exactly what the recipe says apart from the trotters which I couldnt one. I used pork hocks instead but it turned out fantaatic. The brits were happy as it really tasted good on my first attempt.Reply Jane Sarchet says3 December 2020 at 5:47 pmGemma, thats brilliant feedback  thank you! I wouldnt have thought to use pork hocks, thats genius! So glad they were enjoyed by all :) Jane x",0
"Mike Leonard.akaMidas. says4 March 2019 at 6:42 pm Fantastic step by step on how to make the perfect pork pie Alas I wont be cooking them. We have an award winning old style butchers n pie maker in the next village. Been eating the pefect far from humble pork pies fro there for years etc. Have you got any AIR FRYER RECIPES,???As this is my latest ongoing ventureReply Jane Sarchet says16 March 2019 at 8:55 amCheers Mike! And lucky you (Im not jealous, much!) I do have an air fryer  but dont think Ive ever really shared many recipes. Will endeavour to rectify that soon :)",0
"Jane Sarchet says16 March 2019 at 8:55 amCheers Mike! And lucky you (Im not jealous, much!) I do have an air fryer  but dont think Ive ever really shared many recipes. Will endeavour to rectify that soon :)",0
"Louise Clancy says15 September 2019 at 10:19 am Absolutely brilliant explanation. Easy to follow, and very clear. Very interested in making a pork pie.Reply",0
"Gemma says3 December 2020 at 4:51 pm Thank you for sharing this recipe. I made exactly what the recipe says apart from the trotters which I couldnt one. I used pork hocks instead but it turned out fantaatic. The brits were happy as it really tasted good on my first attempt.Reply Jane Sarchet says3 December 2020 at 5:47 pmGemma, thats brilliant feedback  thank you! I wouldnt have thought to use pork hocks, thats genius! So glad they were enjoyed by all :) Jane x",0
"Jane Sarchet says3 December 2020 at 5:47 pmGemma, thats brilliant feedback  thank you! I wouldnt have thought to use pork hocks, thats genius! So glad they were enjoyed by all :) Jane x",0
"Dannii says4 March 2019 at 9:35 am Pork pies are essential for a summer picnic. I am going to have to try making them myself this year.Reply Jenny says1 November 2019 at 2:15 pm Great recipe, so easy to follow and brilliant results thank you! First time making hot crust pastry and it went great.Reply Jane Sarchet says4 November 2019 at 7:55 amThats brilliant news Jenny! So glad you enjoyed the making and the eating!It certainly is a labour of love, but the results are incredibly delicious :)Janie x",0
"Jenny says1 November 2019 at 2:15 pm Great recipe, so easy to follow and brilliant results thank you! First time making hot crust pastry and it went great.Reply Jane Sarchet says4 November 2019 at 7:55 amThats brilliant news Jenny! So glad you enjoyed the making and the eating!It certainly is a labour of love, but the results are incredibly delicious :)Janie x",0
"Jane Sarchet says4 November 2019 at 7:55 amThats brilliant news Jenny! So glad you enjoyed the making and the eating!It certainly is a labour of love, but the results are incredibly delicious :)Janie x",0
"Shashi at SavorySpin says4 March 2019 at 10:11 am Its been ages since I had a British Pork Pie  these look even better than the store b/restaurant ones I ve had  that crust is fantastic!Reply Jane Sarchet says16 March 2019 at 8:53 amOh, so good! (damn time consuming, but worth every single moment for that crust!)Reply",0
"Jane Sarchet says16 March 2019 at 8:53 amOh, so good! (damn time consuming, but worth every single moment for that crust!)Reply",0
Claudia Lamascolo says4 March 2019 at 10:42 am thanks so much for these step by step instructions it makes them so much simpler especially since they are so gourmet looking!Reply,0
Noelle says4 March 2019 at 11:19 am I love that they are individual serving size pork pies! Make it easy to serve as an appetizer or at a party :)Reply Jane Sarchet says16 March 2019 at 8:53 amExactly!Reply,0
Jane Sarchet says16 March 2019 at 8:53 amExactly!Reply,0
Danielle Wolter says4 March 2019 at 11:44 am ive never heard of these before but they sound incredible! they are so cute too  perfect for serving at a party. and i am loving the jelly in them :-)Reply,0
"Chris says26 June 2019 at 3:21 pm I followed the recipe exactly and my pork pies turned out perfect. Beautiful flavour amd texture. The pastry was a bit of a challange to work with and you need to be quick. Next time will be easier due to knowing how the pastry reacts. The trotter jelly is as good as you could get perfect!Reply Jane Sarchet says27 January 2020 at 6:00 pmHey Chris, thank you so much for your comment! It really does make my day when someone has success with one of my recipes, especially when its one of the trickier ones! Janie xReply",0
"Jane Sarchet says27 January 2020 at 6:00 pmHey Chris, thank you so much for your comment! It really does make my day when someone has success with one of my recipes, especially when its one of the trickier ones! Janie xReply",0
"Michelle Boots says9 July 2019 at 4:50 pmMy English husband always raves about pork pies. I know it is something he really misses from home. Thank you for this detailed, easy to follow recipe. I am going to try my hand at these tonight. Wish me luck!Reply Jane Sarchet says1 December 2020 at 1:29 pmGreat news Michelle, I hope you found them fun to make and that they were husband approved! Jane xReply",0
"Jane Sarchet says1 December 2020 at 1:29 pmGreat news Michelle, I hope you found them fun to make and that they were husband approved! Jane xReply",0
"Len Cawthraw says22 August 2019 at 9:37 am Hi Jamie. An amazing looking pork or as we call them in Yorkshire a Growler. I have been making pork pies from a family recipe for more than 25 years and I am so pleased to see the art of Pork Pies at home given a boost. Can I pass on a little tip about hot water paste? Make it the day before and then chill overnight in the fridge. Remove from the fridge 2 or 3 hours before you intend to use it to get to room temperature and I promise it is the most manageable pastry you will have ever used. Try it once and you will always make hot water paste this way. Best wishes, LenReply Jane Sarchet says3 September 2019 at 7:42 amOh thats really interesting, I assumed it needed to still be warm to work. Im going to have them another go now using your tip  thank you so much!Jane xReply mart says11 July 2020 at 9:52 amI have agree with Len, Im a Master Chef & lecturer. Its always best to rest pastry, give the gluten time to re-bind. Though I have to add. If you crumb the butter and lard with flour then add boiling water your get a better paste. Melting the butter and fat, doesnt get it hot enough and you get fat separation, which make your cooked pastry dark and patchy.Reply Jane Sarchet says1 December 2020 at 11:19 amThanks for the feedback Mart! Jane x MaryLou says6 August 2020 at 11:58 pmOMGosh! Im going to try that.Gosh i was faffing about but my pies are going to my BAKEDAY group today! Fingers crossed. I used my own chicken stock from the freezer with gelatine. I did mine in mini spring form tins (not high enough really for that traditional look) and released them half way and continued baking. Also i got weeping from the fillingwhich made attaching the lids tricky. Armed with reading the tips too late, ill assemble the filling at the last minute. Thanks from Hobart Tasmania Our little Islans State has borders closed to everyone and no covid for 2 months now so we have normal activities but maintaining distancing, antibacterial hand wash everwhere and of course hand washing. Stay safeReply MaryLou says7 August 2020 at 12:01 am OMGosh! Im going to try that.Gosh i was faffing about but my pies are going to my BAKEDAY group today! Fingers crossed. I used my own chicken stock from the freezer with gelatine. I did mine in mini spring form tins (not high enough really for that traditional look) and released them half way and continued baking. Also i got weeping from the filling, which made attaching the lids tricky. Armed with reading the tips too late, ill assemble the filling at the last minute. Thanks from Hobart Tasmania Our little Island State has borders closed to everyone and no covid for 2 months now so we have normal activities but maintaining distancing, antibacterial hand wash everwhere and of course hand washing. Stay safeReply Pork Pie Lover says15 August 2020 at 2:41 pmThe best pork pies in Aus come from Wivenhoe Butchery near Burnie. You used to be able to buy them in Hobart at the deli in Salamanca. We live in a QLD but always go to Wivenhoe Butchers For pork pies if we are visiting.",0
